sentence id,text,sentiment,topic
3409,"Second book in ""Dakota Heat Anthology"". Preceded byHer Dakota Men. Followed byDakota's Cowboys. Note thatDakota Heat, Volume 1appears to contain the first two of 4, in paperback.Plot:To save her brother from jail Samantha appeals to the owners of Dakota Ranch. Shayne and Jackson see something more in Sam, someone they want to protect, love and maybe even have a future with. With a little loving, respect and patience it might even be possible.Comments:- Contemporary Cowboy erotica with menage (threeway) sex.- 2273 kindle locations, 31739 words- Sex is m/f and m/f/m - very generous and loving, caring, gentle and all about her. No m/m. Aiming for a committed threesome.- While ""Dakota Ranch Crude"" is part of an anthology, it isn't a *series*. These books are in no way connected and can be happily read independently.Opinion:Although the suspense is a little wussy, the romance is very sweet and the sex terribly HOT. Shayne and Jackson are sexy Alpha-types, but not so overwhelming that they smother Sam. Sam has strength, character, and intelligence - when they order her around she listens, takes it on board and understands why they are making these demands. No one is demeaned or treated as a child. They all take an intelligent, thoughtful approach to their relationship and respect each other. It's Nice. And when they come together, it's Hot. An excellent book. Recommended.Aside:Although we have strongly Alpha men who like their woman to follow the rules they've put down for her ""safety"" and ""own good"", they are no where near as Dominant as the men of Brooke'sDesire, Oklahomaseries. If you are looking for that style of book, this anthology is not for you. There are no bdsm aspects, no Domestic Discipline on principle, and the menage relationships are private rather than a societal expectation. Rather we have a good set of menage novellas with strong romance, steamy erotica and mild suspense plots. But they aren't in Desire.-CR-",positive,book
3421,"This was very well-written, in a romantic style.  At times, the author romanticizes war, then vilifies it.  Not that he is confused, I think that's how they related to things in that period.It still amazes me, and angers me, as a Belgian, how Germany managed to survive as a nation.  To call them brutes or barbarians and murderers is not enough.  What they perpetrated on Europe in two world wars is beyond comprehension.  After viewing the wanton, unnecessary, almost childish destruction caused by the retreating Germans, the author actually hopes that one German city will be levelled entirely, as punishment, retribution, and as a lesson to future Germans that wars of expansion in Europe are unwanted and will be avenged.  This did not happen.Author tours the French and British trenches and rear areas, giving amazing insight into the French military psyche at the time.  That part, I enjoyed the most.  People who ridicule French military prowess have no idea of what they speak, and are, certainly, no students of history.",positive,book
3468,"This story was not like the other books I've read from Kallysten in the past. I found it difficult to engage in the story at the beginning. However, once I stuck it out past the first 5 or 6 chapters, I was pleasantly surprised. I found that instead of the instant sex appeal and gripping tensions with characters that immediately immersed me in the past, it was a story that read like a slow burn, gradually building up layers of complexity, and personality in all the players involved. By the time I was half way through the book, Kate's issues were personal to me, and I was rooting for them to find a way to make it work. I actually cried towards the end of this book, and that's an incredibly rare thing for me as a reader. So although it took me longer to get into the characters and their story, it was well worth it to keep it up, and see it through to the end.",positive,book
3470,"Once upon a time two cousins, Colin and Beckett de Saxby vied for the affections of the lovely Christiana. After they are grown things change. Beckett becomes the Earl of Dareford, Colin fights as a knight and Christiana works her lands under the Earl's care, while Beckett turns down every offer for her hand.When Beckett decides Christiana must move back inside the castle walls she reluctantly agrees. Then Beckett takes her to his bed and masters her with his touch. Times are turbulent, though, and an evil nobleman is taking estates in an effort to undermine the King. A masked man known as the Blacksmith fights back.When Christiana is kidnapped the Blacksmith comes to her rescue. What follows next is a maelstrom of events at the castle that threaten to break both Beckett and Christiana's hearts.The Heat of the Knight is a tantalizing tale of love and lust. Beckett is a tortured hero that appealed to my romantic soul, and his love for Christiana was genuine. The heat in the title is aptly featured in the story with scenes of m/f/f/f and anal sex. I highly recommend The Heat of the Knight for those who like their historical romance mixed with a great deal of erotica.Note: The Heat of the Knight was previously published and has been revised from its original release.AmeliaReviewed for Joyfully Reviewed",positive,book
3477,"There are books that you read that you can put them down and not pick them up for weeks on end. Then there are those that you just can't wait to turn the next page. Doug your book meets the latter. Since purchasing it on my Kindle last week, I've almost completed reading it in within 1 week timeframe. That's a first for me. Even with some of the big names It normally takes 3-4 weeks for me to finish reading them. Mr. Farren please keep the series coming, you've got a dedicated fan who loves reading your G.A. series of books.",positive,book
3504,"I enjoyed this book. It was fast paced and seemed very realistic in how the characters would have behaved.  Not every escapade or turn in the plot was neatly solved as I'm sure would be in real life.  I really ""liked that.  Also the main characters are not so perfect and law abiding as most authors would have them be.  Short but can't put it down.  I will read more of Mr. Blacks books.",positive,book
3522,This was a very good book.  I loved the petite woman and the big strong man.  And the children make it even better.,positive,book
3528,I fell in love with the show and thought I would read the stories themself. Thease stories are so twisted. But a fantastic read.,positive,book
3532,"Weaving fact with fiction with a supernatural bent appears to be this author's specialty, and he does it very well.  I've always been intrigued by the Salem Witch trials, and this book offers up a totally new idea for what may have motivated the perpetrators of this horrific and shameful time in our history.I've always been a fan of supernatural stories, after finding this author I am also becoming a fan of well researched historical fiction.",positive,book
3538,"This is the prequel to the Soul Screamers series  It's just an eBook novella and you certainly don't have to read it to start the series.This book introduces the main characters of Kaylee (the main character), her best friend Emma, Kaylee's cousin Sophie, and Kaylee's Aunt Val and Uncle Brendon and mentions Kaylee's classmate, Nash.It's a quick read, but it introduces you to Kaylee's unique problem, which is that she sometimes has uncontrollable screaming fits.  You'll find out why in the next book.It was a freebie on Kindle, so I snagged it and became intrigued by Vincent's writing.  I have seen this series compared to Twilight but that's just mean.  This is so much better!  Plus, I think it's a lot more like The Hollows series by Kim Harrison, which I highly recommend as well.",positive,book
3578,"This short novella was in deed, a very H-O-T read! The characters were well developed for a short novella & the storyline & plot was quite interesting. Brittany and her two best friends had just won the lottery and Charlie is their financial advisor/planner. Brittany & Charlie have a passionate & hot interlude that leads to hot, scorching sex & plenty of them too ;) Brittany is an emotionally wounded heroine as evident by her past & Charlie is sexy Mr. Nice Guy where he helps break down Brittany's barriers. They are opposites, yet they are perfect for one another. This was definitely a super sexy read. I highly recommend this if you're looking for a hot erotica. Can't wait to read the rest of the series!",positive,book
3611,This was an awesome read and I hate to see the cover that was put on it recently. It is a real tear jerker due to the feelings you have while reading it. I have suggested this wonderful read to several friends looking for a great book on two people falling in love knowing that there was a time limit holding them hostage.Now that I gave it a great review based on the actual story I have to say that the cover is HORRIBLE.  I think it looks like some 16 year old kid thinking he's sexy in a bed with petals.  I honestly love the picture of the two main characters hugging with a sunset behind them.  This cover belongs on some vampire book or something.,positive,book
3657,i picked this novella up for free.  really enjoyed it.  going to look for more of this author's work. loved the characters and the fast pace of the story.,positive,book
3666,"This short story, although not described properly in the formal description, held my attention throughout.  In a very brief time, the author managed to develop the characters to perfection.  Written in the first person, she described events without burdening the reader with too much information.  A perfect short memoir from a talented writer!",positive,book
3688,I got this one free on kindle.  It was very well written and I plan to buy more books in this series.,positive,book
3747,"Cole Winchester isn't really sure why he's hesitating over marrying his girlfriend.  Well, that's not entirely true - Cole knows why, he just doesn't want to admit it to himself and most especially to others.  But when he comes across Eric Radcliff his libido and fantasies get out of control.  Will Cole be brave enough to admit what he really wants and see where this attraction to Eric will take them?Eric Radcliff has always had the hots for Cole and when Cole trips over him at the beach it seems his interest might be returned.  But Cole is sending so many mixed signals that Eric might just have to satisfy himself with his fantasies.  Will Cole ever let them explore passion together or will he keep denying himself?Taboo Desires is a wonderful steamy romance.  Cole and Eric are absolutely explosive together and you won't be able to help wanting them for your own.  Cole is endearing as he wrestles with himself and his hidden desires, while Eric is adorable and charming in his certainty of himself.  Taboo Desires is the perfect read for a time when you are looking for some light, but steamy, entertainment that is mostly about the anticipation and the satisfaction of getting what you desire without dealing with the aftermath.  I really enjoyed Taboo Desires and I will be looking forward to reading more books by Amanda Young.SabellaReviewed for Joyfully Reviewed",positive,book
3848,"Not your average S&M story. Loved the bondage party, incredibly hot. I'm not usually a fan of S&M, but this held my attention. Well done.",positive,book
3850,"It was a romantic suspense novel , quick read with predictable events. Well written and well balanced. I enjoyed it while I was sick with the flue and it kept me interested. I read it in one day. It isn't the best I have ever read but in general  I would give it 4 stars out of 5.",positive,book
3852,"I gave this one 4 stars- the sex is just as good, but the outcomes aren't quite as plausible as I would have liked.",positive,book
3861,...very political. I love that and didn't expect it.,positive,book
3918,"I can relate to so much of what I read in More Sweet Tea! But I think even if you aren't from the South you will enjoy this book because the stories are so readable and friendly. I wasn't sure how I felt about a collection of stories, but now I will consider anthologies in the future. Recommend!",positive,book
4007,"I like shifter alien romance stories with a dominate male and a strong, but submissive female This story had it all, including hot sex scenes and a little intrigue, plus the promise of more to come in future books.",positive,book
4053,"This was a short and sweet fairy tale romance.Fiona fell in love with Garret. After she moved in with him, he changed. He started slapping her, and hurting her. She waited for him to leave for work one day, and climbed into her old car and headed for Texas from Colorado. During her trip she swerved to miss hitting a dog, then she passed out. Aidan stopped to help her. He realized her car was about to break down. So he offered her a ride to his home, a job, and a place to stay for a little while. They thought it would be better if they pretended to be a couple. While they were pretending, they both fell in love with one another. Meanwhile her ex was still harassing her, and threatening her. The suspense of the story was Garret finding her. I was glad Aidan was there to give her support, and his love. The chemistry seemed between Fiona and Aidan seemed real, but the time line was too fast for it to happen in real life. It did make for a nice fairy tale.",positive,book
4055,This collection of short stories was very good. Sometimes a bit much but still good.  I enjoyed almost every one and those that were not really good were at least readable.  I would recommended this book for most anyone. Not for the squeamish or those who are offended by raw humor.,positive,book
4070,"A great addition to the Kindle; I can't imagine anyone cancelling ""New York Times Latest News"" after giving it a try.  Stories are varied, in depth, well written, and update several times a day, allowing subscribers to track the latest developments in the big news stories during any given period.  The presentation of the articles on the Kindle is clean, organized, and pleasing to the eye; and most articles contain a photograph, which look just fine on the Kindle, too.  New articles arrive, old ones drop off, no muss, no fuss.  If I'm constantly using this blog now (and I am), I can't imagine how helpful this subscription will be this summer during trips to the shore and mountains when I'll be away from televisions and computers.  With all the benefits and the economical price, ""New York Times Latest News"" was an easy buying decision for me, and you'll likely find it to be so, too.Note: Amazon frequently updates the presentation and functionality of Kindle blogs and periodicals, so as this review gets older, it may no longer accurately describe the current version of this product.",positive,book
4090,"A case of two souls finding direction when they found each other.A fun story, well rounded characters. Love comes and stays.",positive,book
4105,"I started out reading this expecting your typical ""love story"".  Well, once I had read a few pages, I literally could not stop until I was done.It's an odd take of the Beauty and the Beast kind of story but with a twist that makes it incredible and hard to put down.It definitely is a feel good story that ends with a happy ending but also leaving the reader with a lesson.  I found that is what made it so awesome to me.  Most romance stories just have the happily ever after thing and that's it.  However this book left me with a lesson about life.  It really is a very well written short story and one I would definitely recommend to anyone.  You don't have to just be a ""romance"" genre reader to enjoy this story.",positive,book
4111,"Intricately woven between past and present this is the story of Callie McGuire / ""Mischief"" who was abducted by gypsies and then sold to Judgement along with other captives who are sadistically beaten into trained submission to then be sold around the globe or like a few such as Mischief,  kept to become a Personal for the Masters at Judgement.  ""Judgement"" is primarily the story of Tane and Mischief which spans nearly ten years.  Ruthless does not begin to describe the treatment of the slaves.  Very well written and very hard to put down.",positive,book
4124,What a great read. Gena tells a sweet side story that flows right along with her Lords of the Underworld.,positive,book
4143,OK I did manage to make it as far as chapter 6 before I made up my mind to buy everything. Lock Stock and Two sm(oo)king Barrels as SHE SAID. PS and FYI that is a double RIFLE not a shotgun. 800 grains of solid knocking on the DOOR punch Out to 200 YARDS with good old IRON sights. I happened to see one guys where he she or it said the could not keep reading. I do not understand that at all. I can not stop reading the dang book. I have not been able to stop and put it down till I had to order the next two books and the manual at Chapter 6. I am as happy as a pig in slop. FYI The in-laws used to have a pig farm so I learned to chase the wife around the STY.Now to the book and the Story. The Math is right the parts pieces are correct everything is good to go. I have my degrees I know from whence I speak. So I am writing this as a done deal. The writing style is very very good. If it was not I would not have gone and done what I did. I am no dummy so this is as great as it gets and thanks for a fantastic read of which I am just getting started with.dray,positive,book
4252,"Dakota Ranch Crude by Leah BrookeThis was a much better story than the first book in this series and a bit longer at 6 chapters.  I liked Shayne, Mr. Silent and Tall all 6 foot 8 inches of him...gulp! Jackson is the rascal and Mr. Handsome.  Samantha is the `little bit' that brings it all together nicely.Favorite line...""A million dollars? For a cow?""",positive,book
4319,review  Great story by Eden...short but very satisfying ..I would .highly recommend this book...cannot wait to read more of her books,positive,book
4342,"Aislinn Campbell has done her best to keep from becoming too attached to anyone. Running from her ex has her moving from place to place after several months but for the first time she is unable to remain detached from the people around her.  To complicate matters even further, she's falling for her boss and has witnessed his death in a clairvoyant vision.Ex-Special Forces operative and owner of Turner Industries, Kyle Turner III, knows everything there is to know about Aislinn.  He's had her carefully investigated and he's perfectly aware that she never stays in one place for more than eight months because of her abusive ex. She's been his personal assistant for the past six months and he'd desperately like to get to know her on more `intimate' terms.  An anonymous email warning him that somebody would kill him in a kitchen gives him just the advantage he needs.Kyle's been very thorough in finding out all about Aislinn to the point that he even knows about her clairvoyant abilities.  Kyle's decided that it's time to show Aislinn that the passion brewing between them is too powerful to ignore.  Aislinn tries to deny him - and herself.  She even turns down dinner with him, until he uses his ace in the hole and mentions that if she doesn't go out to eat with him then he'll have to go home and eat in his `lonely kitchen.'  He has no doubts that the warning email came from Aislinn and isn't above using it to his advantage.  It's obvious Aislinn is as attracted to him as he is to her but her fears about her ex are keeping her from even considering any sort of permanent relationship.  Kyle's positive he can protect her  . . .  all he has to do is prove it to her.  Simple right?  Well, maybe not quite as simple as you'd think.Annmarie McKenna's TWO SIGHTED will delight readers with the fun array of characters, witty conversations, sexual innuendos, and enough suspense to keep you riveted to the pages.  I loved the intensity of the relationship between Kyle and Aislinn.  And I got a kick out of her friend Christina and Kyle's `groupies' as she refers to them, Jon and JT, playful banter and sexual interest among the three of them.  Ms. McKenna does a wonderful job blending emotional situations into the plot so that you genuinely care about what happens with each character and never want the story to end. Fortunately, Ms. McKenna does treat us to Christina, Jon and JT's story in her follow up book - THE STRENGTH OF THREE - which is currently available.Chrissy Dionne (courtesy of Romance Junkies)",positive,book
4414,slow at first but totally suspenseful to the very end. glad I stuck through to find out an ending that you can't possibly have imagined,positive,book
4470,"Sheriff J. T. Summers knows he is a goner.  He knows this but does his best to ignore it.  Why? Because the one woman he wants and desires is the one woman he is not allowed to have - his best friend's much younger sister, Nikki Durant.Nikki has loved J. T. For what seems like forever.  Much to her consternation, J. T. resists her at every turn using her age as an excuse.  Almost desperate, Nikki is running out of options where J. T. is concerned.  She has one thing left up her sleeve to make J. T. admit his feelings for her.  If only he wasn't so stubborn.J. T. Summers had good intentions.  They were honorable and moralistic.  They were not realistic, especially where Nikki was concerned.  She loved J. T. and made no bones about it.  Convincing J. T. of this and that the age gap between them didn't matter, took a lot of effort but was well worth the end result.I really enjoyed seeing the characters of Brazen again.  Their friendship with J. T. and Nikki made for an amusing scene or two.  With Reckless, Maya Banks has penned a perfect story for these two lovers. It was a `forbidden love no longer denied' sort of novel and it was outstanding.  Of course, I had no doubts. After all, it was written by Maya Banks!Taliareviewed for Joyfully Reviewed",positive,book
4522,Well written short story that may come across as a teaser for other books of the author but can easily stand on its own. Gory entertainment for readers with a preference for the perverted variety of killers.,positive,book
4524,"Maybe, maybe not .  Mail  Order Husband is a story well played out in the reader's mind.  Written well.  Transports us readers back in time, drawing us in as their story unfolds.  I love a book that draws  the reader  into the story from the first chapter.",positive,book
4607,Good enough to reading.  Not so much to said about this story at moment.  Not want being spoiler as this.  For any want reading this then should take time and reading no matter what.,positive,book
4611,Continuation of the Westmoreland clan. Great read. Predictable story  endings but worth the read. Can't wait to get the rest,positive,book
4621,This book was very interesting and has a great plot.  The characters are complex without being hard to follow.  I had to read the the rest of the books in this great story.,positive,book
4647,I'm glad I decided to buy the bundle and honestly I wasn't surprised it was good. I cannot decide which story was better. They were all full of action from beginning to end. I realize these stories were written in 2008 but I didn't care. The author knows how to pull the characters out and the dialogue was not immature. Do I recommend the book absolutely.,positive,book
4678,"I really enjoyed this book, at the same time it was sad. I just wanted to jump into the book and punch the **** out of the dad.",positive,book
4690,this is a good book for yaoi lovers however i did think that it could be made a bit longer or have a sequel as i'd love to read more about these two,positive,book
4699,The first Henry Wright I read.  that inspired me to order two more which I have read with the same interest,positive,book
4723,This is a great period story! 1835 was turbulent for Texas and the beginnings of the debate over slavery. Once again the characters are exciting and comical. We love Miranda!.and all the others. #2 in the trilogy,positive,book
4733,This was a Finalist for the Darrell Award for Best Midsouth Novella the year it came out. See [...]Markhat stories are all loads of fun to read.,positive,book
4737,"I rarely give five stars.  Giving five stars would mean that the book was without flaws.  This book is as close to that as I have found recently.  While there may have been a few mistakes in the story line toward the end, they did not detract from the overall story.  And I am not going to tell you what those mistakes were.  Another mystery cannot hurt.  By and large this was a great book that I highly recommend.",positive,book
4767,Excellent...and fast moving..lots of suspense with a nice surprises ending.  I want to read more of his stories.  I really recommend his books.Celeste,positive,book
4783,After I read the kat Daniels books I decide to read all they wrote. I never got into the edge series but found what I was looking for in this book,positive,book
4799,Showalter has fast become one of my favorite authors.  her books leave me wanting more.  she can't write fast enough for me.,positive,book
4800,"I have been a fan of the Oz books for many years and it has been great to have them so easily available on Kindle. This compilation is good, but I missed the books by Ruth Plumly Thompson. I finally found an anthology which includes ALL the Oz books -- the ones by L. Frank Baum and the later ones by Ruth Plumly Thompson. The original illustrations here are interesting but I found the later illustrations in the other compilation even more interesting.",positive,book
4810,"You do not often find a story that is novella length, introducing a world for the first time that completely fleshes out the characters and the plotline so well as Silent Blade manages.  The reader manages to sympathize with the hero even though what he did to the heroine as a young man was selfish.  You understand that they are products of their society.  The manner that both come to understand each other and fall in love just fits.The fact that the authors did not try to make an easy & pat resolution for the couple speaks well of their talent for weaving a realistic and satisfying story.  I truly enjoyed the world-building and the storyline.  The characters were well developed and the reader is actually happy for the hero and heroine in the end.",positive,book
4814,"I HAVE NOW READ ALL OF THE BOOKS IN THIS SERIES. LOVED EVERYONE OF THEM. THE CHARACTERS ARE AMAZING. I HIGHLEY RECOMMEND THIS SERIES TO ANYONE WHO LOVES ROMANCE, ACTION, SECRETS, SEX, INTRIGUE. I HAVE EVEN PRE-ORDERED THE NEXT BOOK THAT IS DUE OUT IN AUGUST. I CAN'T WAIT. BIANCA D'ARC WRITING IS AMAZING. ONCE I GET THROUGH READING THIS SERIES. I AM GOING TO START READING HER OTHER BOOKS. IF THEY ARE HALF AS GOOD AS THIS SERIES. THEY WILL BE AWSOME. THANK YOU BIANCA FOR GIVING ME A WONDERFUL TIME READING YOUR BOOKS.",positive,book
4876,"As the book description describes, this is a collection of 6 novels that are part of a vampire series.  The first five books revolve around a group of vampires and their Chosen as well as a despicable branch of the CIA known as DPI.  We follow them through the trials and tribulations of love while being hunted by the DPI.  The final book that is part of this collection revolves around another vampire and his Chosen.Each of these stories were well-written and I found myself fully pulled into each story.  With the first story, I became involved with the characters and really grew to love them as the stories continued.  In the first five, each story built on the last one and I got to know each previous character more than before as well as be introduced to know characters.This box set is a highly-enjoyable read and I look forward to the reading the second set as soon as I can afford it.  For those who love vampire stories, this collection is a refreshing change from the plethora of vampire novels on the market.",positive,book
4879,This was one of the funniest books I have ever read. Stephanie is a very good writer but this was outstanding. I laughed so hard with tears in my eyes I had to quit for awhile. I did of course finished the book.I will always pick Stephanies books.,positive,book
4883,"There are, perhaps, a few places where the characters' past history and current personalities might not stand up to close scrutiny -- but the turns of phrase are quite deft, and the characters are simply _fun,_ so I'm not inclined to quibble. The faintest besmirching of the overall entertainment is a duel which has a slight jump and feel of ""insert duel here"" in the author's notes, but that's the only part which got my mind hiccuping.The other reviews cover details quite well enough, and the bits that I really, really liked, I can't say or it'll spoil the snickers. (There is quite a fair dose of humor here and there!) Unfortunately, the first of those is just _after_ the sample text ends.",positive,book
4918,The rock is her father's head!The hard place is her werewolf lover!I'd take the lover any day!A rollicking love story with lots of quirky twists.A light but fun story!,positive,book
4942,This book is well written with the right amount of heat and passion to keep readers entertained. I will read more from this author.,positive,book
4981,"If you want a book that will nearly singe your eyebrows off from the heated contents, this is it! I wish there had been a little more character development/plot but the sex scenes...OMG! I really enjoyed this book. I would recommend it readers. Especially for those who like a MMF menage. Good job Ms. Matthews!",positive,book
5013,"When Jillian discovers that her nutty sister Sabrina has hired a new company, We Kidnap U, to conduct the custom kidnapping of her fantasies, she tries to talk her sister out of it.  But Sabrina's not listening and Jillian figures she'll have to bail her sister out of yet another jam - like she's done her whole life.  When Sabrina drops everything to join a new boyfriend on a boat in the Key's, Jillian steps in once again to take care of their mother's diabetic cat.  However, leaving the apartment building, Jillian is bound, gagged, blindfolded, thrown into the back of a van, and pleasantly molested by her sexy captor.  Jillian quickly realizes that Sabrina forgot to cancel the kidnapping before leaving town.  Unable to tell her kidnapper that he's got the wrong sister, Jillian submits to the first part of Sabrina's fantasy.  Once the gag is off, Jillian decides to see Sabrina's fantasy kidnapping through to the end.  Maybe it'll be a happy ending for Jillian and her new Master.This is definitely an escapism novel - a fun little story to read around the holidays when you're looking for something a little naughty.  The author writes well, but don't expect an excessive amount of character development or wooing.Jillian and Kyle, the captor and our hero, are well-matched and complement each other's personality.  It was certainly interesting to see their characteristics develop while she's gagged, bound, and/or begging.  As a plus-size woman, I appreciated that Jillian was comfortable in her body at a size 18, even if she did gripe about her weight a little in the story.  I think any woman who feels that they are less than perfect will feel a little hesitant when faced with a  gorgeous hunk who's going to make their fantasies come true - whether they like it or not.There is some BDSM in this story, but it's pretty light when compared with some other novels out there - so keep that in mind if you're looking for something hardcore.  This story deals mostly with domination/submission, bondage, toys, wax play, and double penetration.  I was sort of torn on the safe word issue.  In all my reviews, I mention how important a safe word is for both parties involved in a scene.  Were this real life, Kyle should have asked her to repeat her safe word before any of their play actually began.  However, since this is definitely a fantasy novel, I didn't deduct points for that.The story is maybe a 2 hour read and, while I enjoyed it a good bit, it's probably a little overpriced.  Overall, I'd say it's about a 3.5 for me.",positive,book
5064,"Home for Christmas is a delightful holiday read. Cruising for the Christmas Holiday season is a great idea especially when it's with the hot and handsome man of your dreams! The story is kind of short with a steamy romance. It ended abruptly, which disappointed me. Hopefully, a New Year's sequel is in the works!",positive,book
5076,"Rating: 4 stars - Loved ItHuge Thank You to CS Maxwell ~ Where's My Muse? blog for having King Cobra (Hot Rods #1) on her blog. Jayne Rylon has a new fan. I read a review that Eli and Alanso have a cameo in Hammer It Home (Powertools #6) and decided I would read the Powertools series in order before I read Eli and Alanso story in King Cobra. Nope now I will be reading King Cobra next as I am loving Jayne Rylon writing style and wow does she now how to write a scorching sex scene. Plus I do not think now I can read 5 more novels before.As for Kate's Crew I loved it with 5 sexy men and their power tools. Seriously crushing on Mike, a tattoo construction hero. There is no build up to their relationship since the story is a short novella but Jayne Rylon has a way of letting the readers know that Mike has been after Kate and she has been dodging him all summer with their dialogues and emotions. The reason she has been dodging him all summer is because she does not want to lead him on as she has a fantasy of doing the naughty with his partners. She does not know that Mike has one rule, never mix emotion with pleasure. Loved her character as she was direct with him about her fantasy.Mike and his business partners like to play. Wow! The play well together. Warning do not read in public, as will be squirming in your chair. The first sex scene is a scorcher, exciting and different. Kate's Crew has it all in the sexing department. It has M/F/M, M/M, M/M/M/M and M/M/M/F. Even though I loved how the sex scenes start off with just a few characters but then lead to more joining in as they are hot but felt they were a tad long for a short novella. I would of liked them cut back a little and had more of Kate and Mike. I will admit had to read a few times to get what the heck they were doing with so many characters. Fell in love with all the business partners and look forward to reading the rest of The Powertools series.Originally posted at Wickedly Delicious Book Blog",positive,book
5117,"Ava was just looking for a distraction when she came upon Derek. On vacation with nothing but forgetting on her mind; she is awestruck when she spot Derek walking solo on the beach below her balcony. What starts here is a romance of white hot chemistry that will carry readers through this short story at lighting speeds. Both main characters are scarred, but what they find together offers the light of hope for happiness. Both carrying reasons to forget leads them to a hopping night club where they will fall into one another's arms desperate for a release. What they find is far more than a night of forgetting, but rather someone that all of the past scars have been leading them right too. I love this story! My only complaint ""I MUST HAVE MORE!!!!"".~BookWhisperer Reviewer JO~",positive,book
5157,I am a big fan of Christine Feehan. Have enjoyed all of her series'. Particularly love the Leopard People series. Will read anything written by Christine Feehan!!!!!,positive,book
5172,"Cade has 16 facial piercings (Elliott counted) and is on recycling duty as part of community service for trashing his ex's car. Elliott is there for possessing stolen property (bought a stolen purse). They both grab an envelope with tickets for a concert and agree to meet after to decide who gets them. Elliott is the opposite of rude, pierced, tattooed Cade. He's 10 year's younger, a travel agent, ""nice boy"". Yet he's fascinated by Cade and when a few nights later Cade invites him to a concert he goes against his better judgment. Cade's piece of crap car breaks down after some weird concert and they are stuck in the mountains in the winter. They end up getting down in the back seat and after finally getting home kind of settle into seeing each other. Cade is Elliott's first (beyond BJ's) and things are going well until Cade runs into his ex at the concert they found the tickets for and he freaks and tries to give Elliott the brush off. Something I thought was interesting which is not usually touched on was that Cade's ex had been having unsafe sex and he'd been tested but had to wait until his 6 month test came back clean. I always understood that you needed that 6 month window but I know in most books once they get that first test that they are clean everything is bareback city. Anyway, I love me some tattooed pierced bad boys and the opposites attract thing. There's really not much to the plot, just the guys trying to form a relationships, Cade's insecurity at Elliott's youth and what that will mean. But when I want a comfort read it's a go-to for me.",positive,book
5182,This  book actually held together well. Unapologetic in its depiction of vampiric life and surprisingly realistic in delivery. The breathtaking and the horrific in a dichotomous struggle to find meaning. Mr. Buecheler has talent .,positive,book
5194,"the first time i got the books i got all 14 of them for free for my kindles but i kept mixing them up and had to use a cheat sheet to get them back in order, until i found this. i bought a copy for me then i bought one for my mom thinking she would read it. i dont mind that there are no pictures but it doesnt matter. when you read the books you make your own pictures in your mind to go along with the story. if you love the books and want to keep them in order then you should get this book. its less than $1 and worth it, there are 3 more books that you can get for free that tie into the Oz series, if you would like to know what they are i will let you know",positive,book
5204,I always have loved Jules Verne because he was the creator of steampunk. This book is a true classic making it worthwhile my time!,positive,book
5226,"Get this, read this, and have a great time reading. I couldn't stop reading it. This story has humor, irresistible main characters, enjoyable background characters and hot sex scenes. Like the earlier books in the series, it's more like a short story but it's just long enough that nothing is left incomplete. I don't think you'll get lost if you don't read the earlier stories in the series first but those stories do provide a better understanding about the heroine Belle and why she is in her current predicament. If you do get the rest of the books, I agree that they should be read in order. I wish the author would write faster as this is one addicting series. This series reminds me a lot of Shelley Laurenston's shifter books which I also love.",positive,book
5262,"I have read reviews that are really quite harsh with this book but perhaps in some ways justified.  It is a little different to the wolves and kings certainly and perhaps even a little slow, and often almost convoluted.  It is also fresh and has some fascinating characters notwithstanding Drake and Raven.  They are both strong and bold, and Raven is spellbinding with her diverse personalities, and those in the background already tempting us with intrigue.  Once I got my head around a totally different world I found myself hooked. I say great reading and can't wait to read the next one but the choice is yours.",positive,book
5275,Smexy cowboy menage!! I love s steamy quick read!! This one was a delightful little snack. I would love to see more in this series! Great story and super hot & heavy!! Great characters who make the story thoroughly entertaining!,positive,book
5304,ainslinn and kyle were two very well thought out characters and I enjoyed ainslinn letting go of her fears and allowing kyle to get close to her.loved this book,positive,book
5310,I loved the characters and story line.  The romance and love that happens in each of the stories is great.,positive,book
5317,"I must say that the title is just slightly misleading (in a way) but it becomes so well-explained that I didn't mind at all.CTW is fast paced and carries on Rachel Myers' work of settling into her homeplace while dealing with her job as administrator of a retirement center, getting her beloved gardens underway, and furthering her relationship with Detective Robert Barnett.I really love the descriptions (physical) of the mountains, the woods, and other landscapes because I feel like I'm actually there.  The characters, good or bad, are truly human.  No super-heroes or super-villains.  Not giving the murderer a name made him seem even more ominous.As usual for Ms. Jackson, this book is well-formatted and meticulously edited.",positive,book
5326,"At his son's wedding, an older guy meets a younger guy (the bride's estranged brother) and they fall in love, declaring that weekend, ""you're the only one for me and I'm gonna love you forever.""  Hmmmm....we all know this DOES NOT happen, but that's why these books are ""fiction.""  It's cute & sappy; definitely not a story with depth or a riveting plot.  Two or three sex scenes (they're not HOT or SIZZLING - just ok).  Read this when you're at the doctor's office or at the airport.  Not for your ""must read"" list.",positive,book
